-9.600000e+01	6.340000e+02	1.173763e+02
-7.200000e+01	9.581667e+02	1.693014e+02
-4.800000e+01	1.266333e+03	2.423202e+02
-2.400000e+01	1.600500e+03	3.555963e+02
0.000000e+00	1.976667e+03	3.936235e+02
2.400000e+01	1.484000e+03	5.340352e+02
4.800000e+01	1.887333e+03	6.753386e+02
7.200000e+01	2.533167e+03	8.693320e+02
9.600000e+01	2.966833e+03	9.792114e+02
1.200000e+02	3.386833e+03	1.183718e+03
1.440000e+02	3.988333e+03	1.391027e+03
1.680000e+02	4.574500e+03	1.512377e+03
1.920000e+02	5.702333e+03	1.905207e+03
2.160000e+02	7.668667e+03	2.309623e+03
2.400000e+02	9.460000e+03	2.790451e+03
2.640000e+02	1.002100e+04	2.366821e+03
2.880000e+02	1.048100e+04	2.378165e+03
3.120000e+02	1.114917e+04	2.618253e+03
3.360000e+02	1.182600e+04	2.495201e+03
3.600000e+02	1.387350e+04	2.643135e+03
3.840000e+02	1.597050e+04	2.496699e+03
4.080000e+02	1.669267e+04	2.407827e+03
4.320000e+02	1.742783e+04	1.759903e+03
4.560000e+02	1.967750e+04	2.151212e+03
4.800000e+02	1.922117e+04	2.049030e+03
5.040000e+02	1.878233e+04	1.811609e+03
5.280000e+02	1.787517e+04	1.780673e+03
