-7.200000e+01	6.393333e+02	6.343711e+01
-4.800000e+01	1.230667e+03	1.253486e+02
-2.400000e+01	2.185333e+03	2.232404e+02
0.000000e+00	3.577167e+03	2.979520e+02
2.400000e+01	3.276667e+03	6.028873e+02
4.800000e+01	8.898333e+03	1.109791e+03
7.200000e+01	1.741433e+04	1.735793e+03
9.600000e+01	2.630167e+04	2.051549e+03
1.200000e+02	2.627833e+04	1.546841e+03
1.440000e+02	3.119167e+04	1.806605e+03
1.680000e+02	3.553017e+04	1.982430e+03
1.920000e+02	3.412433e+04	1.914283e+03
2.160000e+02	3.609200e+04	1.802499e+03
2.400000e+02	3.546050e+04	2.134213e+03
2.640000e+02	3.317633e+04	2.002197e+03
2.880000e+02	3.483067e+04	1.908486e+03
