-9.600000e+01	9.033333e+02	1.567797e+02
-7.200000e+01	1.273500e+03	2.318463e+02
-4.800000e+01	1.864000e+03	3.092100e+02
-2.400000e+01	2.746333e+03	4.521680e+02
0.000000e+00	3.459167e+03	5.662418e+02
2.400000e+01	2.369667e+03	8.819088e+02
4.800000e+01	3.078833e+03	1.237315e+03
7.200000e+01	4.205500e+03	1.633827e+03
9.600000e+01	5.332500e+03	2.075417e+03
1.200000e+02	7.212333e+03	2.498202e+03
1.440000e+02	8.831000e+03	2.926174e+03
1.680000e+02	1.088233e+04	3.294063e+03
1.920000e+02	1.357767e+04	3.787091e+03
2.160000e+02	1.639967e+04	4.223404e+03
2.400000e+02	1.887017e+04	4.375159e+03
2.640000e+02	1.938500e+04	3.010541e+03
2.880000e+02	2.198500e+04	2.621251e+03
3.120000e+02	2.356967e+04	2.316094e+03
3.360000e+02	2.179717e+04	1.075400e+03
3.600000e+02	2.200567e+04	1.085478e+03
3.840000e+02	2.271317e+04	8.370007e+02
