-9.332440e+01	9.211667e+02	8.579841e+01
-6.464250e+01	1.404500e+03	1.420405e+02
-4.392860e+01	1.836500e+03	1.528617e+02
-1.762720e+01	2.250667e+03	2.325869e+02
0.000000e+00	2.723167e+03	2.927391e+02
2.624870e+01	2.398833e+03	6.116896e+02
5.037090e+01	2.933167e+03	7.339729e+02
7.436280e+01	3.776500e+03	9.491351e+02
9.961230e+01	4.354000e+03	1.123707e+03
1.246639e+02	5.067667e+03	1.370200e+03
1.455825e+02	5.827333e+03	1.662663e+03
1.689667e+02	6.547333e+03	1.776210e+03
1.924234e+02	8.177500e+03	2.197152e+03
2.269456e+02	1.023000e+04	2.629591e+03
2.675767e+02	1.315967e+04	3.144285e+03
2.943006e+02	1.360833e+04	2.530445e+03
3.191712e+02	1.553150e+04	2.848517e+03
3.438828e+02	1.664117e+04	2.875383e+03
3.649192e+02	1.713983e+04	1.778732e+03
3.859420e+02	1.852400e+04	1.415571e+03
4.153250e+02	1.997100e+04	9.742757e+02
4.353592e+02	2.055933e+04	1.012582e+03
4.597056e+02	1.939217e+04	1.335617e+03
4.846523e+02	2.060533e+04	1.983922e+03
5.083787e+02	2.029167e+04	2.483211e+03
