-9.374110e+01	9.116667e+02	9.893365e+01
-6.510140e+01	1.375167e+03	1.411091e+02
-4.531530e+01	1.768500e+03	1.881816e+02
-1.809050e+01	2.114333e+03	2.251956e+02
0.000000e+00	2.620167e+03	3.092665e+02
2.484330e+01	2.489000e+03	3.065237e+02
4.850360e+01	2.772000e+03	3.889982e+02
7.297310e+01	3.027833e+03	4.211268e+02
9.916000e+01	3.604000e+03	5.001380e+02
1.242417e+02	3.750500e+03	5.564296e+02
1.451964e+02	3.900167e+03	6.293862e+02
1.684953e+02	3.742833e+03	9.386811e+02
1.919542e+02	4.137333e+03	1.029612e+03
2.250236e+02	4.382000e+03	1.241397e+03
2.671614e+02	5.196167e+03	1.424459e+03
2.938428e+02	5.382000e+03	1.206298e+03
3.187031e+02	6.046167e+03	1.500602e+03
3.424628e+02	6.630000e+03	1.698996e+03
3.675811e+02	7.742500e+03	1.703592e+03
3.845456e+02	8.290000e+03	1.844008e+03
4.139347e+02	9.189167e+03	2.170528e+03
4.348914e+02	9.745167e+03	2.223932e+03
4.577617e+02	1.027467e+04	2.387547e+03
4.841839e+02	1.190000e+04	3.078619e+03
5.069881e+02	1.329517e+04	3.371953e+03
5.327353e+02	1.435933e+04	3.501456e+03
5.492000e+02	1.617167e+04	3.844057e+03
5.779961e+02	1.780500e+04	3.733272e+03
6.088642e+02	1.936500e+04	1.310825e+03
6.288672e+02	2.093517e+04	1.261945e+03
6.462931e+02	2.184100e+04	9.867802e+02
6.713017e+02	2.078967e+04	1.280428e+03
6.943289e+02	2.143950e+04	1.782004e+03
