-7.183560e+01	5.145000e+02	1.739986e+02
-4.607060e+01	7.768333e+02	2.887216e+02
-2.536640e+01	1.263667e+03	4.375352e+02
0.000000e+00	2.514000e+03	7.835759e+02
2.256300e+01	2.449000e+03	8.469749e+02
4.940440e+01	4.047000e+03	1.302604e+03
7.266330e+01	5.131333e+03	1.198428e+03
9.671800e+01	6.210000e+03	1.121556e+03
1.204566e+02	6.882000e+03	1.077802e+03
1.454475e+02	6.807333e+03	8.852459e+02
1.676175e+02	6.953833e+03	1.239235e+03
1.904386e+02	7.498500e+03	1.163018e+03
2.152988e+02	7.457667e+03	1.626874e+03
2.390336e+02	8.124167e+03	1.516024e+03
2.692305e+02	7.957500e+03	1.545026e+03
2.984327e+02	8.476167e+03	1.305519e+03
3.360936e+02	9.170500e+03	8.764389e+02
3.586786e+02	8.037167e+03	8.155968e+02
3.831761e+02	8.380000e+03	8.556422e+02
4.071383e+02	8.609667e+03	1.598474e+03
4.312838e+02	8.220000e+03	1.171087e+03
4.543208e+02	8.645167e+03	1.082079e+03
4.804733e+02	9.421500e+03	7.301870e+02
5.038500e+02	8.273000e+03	1.269725e+03
5.264730e+02	8.343833e+03	2.019052e+03
5.504477e+02	8.535667e+03	8.296389e+02
5.744797e+02	8.468500e+03	1.324225e+03
5.984088e+02	9.118667e+03	2.100795e+03
