-6.774310e+01	6.571667e+02	8.817577e+01
-4.380560e+01	1.265167e+03	1.728634e+02
-2.173450e+01	2.246000e+03	2.656509e+02
0.000000e+00	3.470833e+03	3.765004e+02
2.449500e+01	2.978167e+03	4.628047e+02
5.559160e+01	7.440167e+03	7.547933e+02
7.700580e+01	1.262717e+04	9.656843e+02
1.003591e+02	1.981400e+04	1.726876e+03
1.260513e+02	2.039450e+04	1.770334e+03
1.513400e+02	2.394467e+04	2.000776e+03
1.746447e+02	2.691433e+04	1.928724e+03
1.980441e+02	2.653650e+04	1.530486e+03
2.226883e+02	2.743067e+04	1.469833e+03
2.453658e+02	2.756467e+04	1.173235e+03
2.689844e+02	2.573750e+04	9.867911e+02
2.929769e+02	2.736367e+04	6.999388e+02
3.193402e+02	2.604767e+04	9.790932e+02
