-6.872780e+01	7.075000e+02	8.259479e+01
-4.475970e+01	1.365167e+03	1.290526e+02
-2.268890e+01	2.393333e+03	2.139810e+02
0.000000e+00	3.900833e+03	3.949757e+02
2.448440e+01	4.148333e+03	7.015741e+02
5.417280e+01	9.665833e+03	1.499899e+03
7.604110e+01	1.799733e+04	2.358489e+03
9.893910e+01	2.800983e+04	2.428245e+03
1.250933e+02	2.799417e+04	2.155475e+03
1.503850e+02	3.256100e+04	1.743464e+03
1.736914e+02	3.599000e+04	1.287497e+03
1.970839e+02	3.374350e+04	1.397604e+03
2.217019e+02	3.551967e+04	8.884933e+02
2.453836e+02	3.459950e+04	5.283555e+02
2.679480e+02	3.243700e+04	1.048274e+03
