-6.872780e+01	7.716667e+02	4.954863e+01
-4.475970e+01	1.533167e+03	8.610091e+01
-2.268890e+01	2.677167e+03	1.392040e+02
0.000000e+00	4.333667e+03	2.280699e+02
2.448440e+01	2.543500e+03	2.385462e+02
5.417280e+01	2.757833e+03	2.982592e+02
7.604110e+01	3.004333e+03	3.998203e+02
9.893910e+01	3.077167e+03	3.923343e+02
1.250933e+02	2.791167e+03	3.561794e+02
1.503850e+02	2.586000e+03	3.552712e+02
1.736914e+02	2.398667e+03	2.796746e+02
1.970839e+02	1.850000e+03	2.274564e+02
2.217019e+02	2.160500e+03	3.770097e+02
2.453836e+02	2.065000e+03	2.757368e+02
2.679480e+02	2.019000e+03	2.504396e+02
2.920094e+02	2.091167e+03	3.555308e+02
3.193978e+02	2.378667e+03	5.892401e+02
3.374297e+02	2.767667e+03	1.055106e+03
3.603519e+02	3.183000e+03	2.090658e+03
3.900889e+02	5.374667e+03	4.264884e+03
4.150272e+02	7.709667e+03	5.852738e+03
4.360716e+02	9.791000e+03	7.089361e+03
4.589216e+02	1.347067e+04	9.034916e+03
4.807889e+02	1.642733e+04	1.006959e+04
5.088247e+02	1.682733e+04	8.893381e+03
5.285150e+02	1.885817e+04	9.652032e+03
5.570472e+02	2.208467e+04	1.068838e+04
5.780572e+02	2.121450e+04	9.120055e+03
6.042944e+02	2.331633e+04	9.487262e+03
6.252186e+02	2.360717e+04	8.847136e+03
6.479003e+02	2.334433e+04	7.590639e+03
6.718725e+02	2.467517e+04	7.753561e+03
6.958544e+02	2.384217e+04	6.732886e+03
